Store Name,Longitude,Latitude
Ruilong-Kaohsiung,120.33,22.61
ASE K23_1F - Kaohsiung,120.3,22.72
Chengqing Wenheng,120.34,22.64
Dream Mall - Main Entrance 1F,120.3,22.61
Demin - Nanzi,120.29,22.72
Buddha Memorial Center,120.45,22.77
Hankyu - 4F - Kaohsiung,120.31,22.6
Dream Mall - B1F,120.7,24.1
Wufu Zhonghua,120.3,22.62
San Dou,120.31,22.61
Shi Quan,120.32,22.64
KHH Kaohsiung Intl Airport-1F,120.35,22.57
Siwei Minquan,120.31,22.62
E-Da Mall-C Zone 1F-Kaoshiung,121.45,24.99
Yu Cheng,120.31,22.67
Love River,120.29,22.63
FE21-Kaohsiung - 1F,120.3,22.61
Mingcheng Meishu,120.33,22.66
Hanshin Dept Store - Bao Ai - E 2F,120.3,22.66
Qing Nian,120.3,22.62
CGM Hospital-Kaohsiung-2F,120.36,22.66
Qinghai Meishu,120.29,22.65
Qixian,120.3,22.62
THSR Zou Ying Station,121.23,24.87
Ming Cheng,120.31,22.66
Zhongzheng Heping,120.31,22.61
Guang Lin,120.32,22.63
Mingcheng Minglun,120.32,22.66
Boai-Kaohsiung,120.3,22.67
Tainan Dawan,120.26,23
THSR Miaoli Station,120.83,24.57
Shangshun Plaza - 1F - Taofun,120.91,24.69
Xihu Service Area - Freeway #3,120.76,24.57
Zhongzheng-Caotun,120.69,23.98
Nantou Rest Area-Freeway #3,120.71,23.9
Sun Moon Lake,120.69,23.91
Puli,120.95,23.97
Life function hall-1F-STUST,120.23,23.03
Wind Lion Plaza - 1F - Kinmen,118.36,24.44
Muxin Wenshan,121.56,24.98
Bellavita - B1,121.57,25.04
Dadu Guandu,121.47,25.12
Howard Hotel-Kenting-1F,120.81,21.94
Aquarium Pingtung,120.48,22.64
Ping Dong,120.5,22.69
Pingtung Ziyou,120.49,22.67
Bade Taota,121.3,24.96
TPE - Terminal 2 - B2F,121.23,25.08
Lin Kou,121.37,25.05
1 Fuxing  - CGM Hospital,121.37,25.06
Quanta,121.37,25.05
Beilong - Longtan,121.22,24.87
Tai Mall - 1F,121.29,25.05
J-Mart - 1F - Taoyuan Nankan,121.29,25.07
TPE Taiwan Taoyuan Intl. AP - T1 -,121.21,25.06
FE21 Taoyuan-B1,121.31,24.99
Fuxing-Taoyuan,121.31,25.02
Taoyuan Railway Station 2F,121.3,25.04
Zhongzheng - Dayuan,121.3,25
Taoyuan Xianfu,121.29,25.01
Wenqing A7-Guishan,121.39,25.04
Tao Xing,121.31,25.01
Puxin Zhongshan N.-Yangmei,121.17,24.91
Zhongshan  Taoyuan,121.29,24.99
Jing Guo,121.3,25.02
Pingzhen,121.21,24.9
Huanzhong Zhongli,121.26,24.97
Decor House-1F-Nankan,121.3,25.02
Mitsukoshi-1F-Taoyuan Dayou,121.32,25.01
Jing Guo 737,121.3,25.03
Chenggong Taoyuan,121.32,25
Geant Taoyuan,121.29,24.99
TPE - Taoyuan Intl Air.-T2-Concse S,121.21,25.06
Cihu Daxi,121.29,24.88
Haihua-Zhongli,121.25,24.95
Metro Walk-1F,121.23,25
Yuanhua,121.23,24.96
CYCU- New Administration Bldg - 1F,121.26,24.96
Nei Li,121.23,24.96
THSR Qing Pu Taoyuan Station -Exit1,121.22,25.02
Gloria Outlets Zhongli,121.22,25.02
Fu Rong,120.22,22.99
Yong  Fu,120.75,24.27
Dream Mall - 2F - Tainan,120.23,22.99
FE21 Tainan,120.21,23
Shanhua-Tainan,120.29,23.13
Zhang Rong,120.32,23.32
Gong Yuan,120.21,23
Minsheng Zhonghua - Tainan,120.2,22.99
Yong Kang,120.24,23
Mitsukoshi-1F-Tainan Ximen#2,120.2,22.99
Humei Zhonghua-Tainan,120.19,22.99
Zhongzheng Yongkang,120.23,23.04
Ximen - Tainan,120.2,22.99
Du Center - 1F - Tainan,121.13,22.74
Jiankang Tainan,120.21,22.98
Mitsukoshi Zhongshan - B1F,120.21,23
Tai Nan (Focus dept store),121.31,24.99
THSR  Tainan Station,120.29,22.92
Yonghua Guoping,120.17,22.99
Ren De North,120.27,22.91
Bei An - Tainan,120.21,23.05
NCKU Hospital-1F,120.22,22.99
Tesco Tainan,120.19,22.99
Yunong Tainan,120.24,22.99
Dongshan Rest Area-Freeway #3,120.43,23.29
Guiren-Tainan,120.29,22.97
Nan Ke,120.26,23.02
Ren De South,120.27,22.91
Xinying,120.23,23.03
TSMC Fab14 -P3 - 2F,120.3,23.13
MRT Banqiao Station-B1-3A,121.46,25.01
Dingxi Yonghe,121.52,25.01
Yongchun E. Rd.,120.63,24.14
Qingdao W.,121.52,25.04
Q Square-Taipei-4F,121.52,25.05
Kang Ning,121.61,25.07
THSR Nangang Station,121.61,25.05
Tong Ling,121.55,25.04
Shi Pai,121.48,25.06
Nanjing Linsen,121.53,25.05
Bao An Datong,121.51,25.06
Dazhi Zhifu,121.55,25.08
No.1 Qingcheng 1F,121.55,25.06
Long Men,121.55,25.04
SOGO - B1 -Taipei Tian Mu,121.53,25.12
Bao Ping,121.3,25.01
Xing He,121.54,25.03
Xin Hai,121.45,25.04
Roosevelt,121.53,25.02
Xuchang Nanyang,121.51,25.05
230 Zhongxiao E.,121.55,25.04
Tong Cheng,121.55,25
Lequn Dazhi,121.56,25.08
Shida Yunhe,121.53,25.02
Nangang Train Station,121.61,25.06
Long Quan,121.55,25.06
BR4 SOGO,121.55,25.04
Hsin Nan,121.54,25.02
MRT-Taipei Main Stat Easy Mall-B1 N,121.52,25.05
Xin Tian Mu,121.53,25.12
China Trust Nangang - B,121.62,25.06
Kong Kuan,121.54,25.01
Guanqian & Hankou,121.51,25.04
Huan Shan,121.57,25.08
Jiu Zong,121.58,25.06
Yang Ming Shan,121.46,25.01
Eslite-Kun Ming,121.51,25.04
Neihu Chenggong,121.59,25.08
Kangning Minquan E. - Neihu,121.61,25.07
San Ming,121.56,25.06
Zhouzi,121.57,25.08
Tong Feng,121.53,25.11
MRT Taipei City Hall station-B2,121.57,25.04
Shih Chien,121.55,25.08
Mackay,121.53,24.98
Taipei 101 - 1st Floor,121.54,25
Dun He,121.55,25.03
Min Chung,121.52,25.06
Taipei Main Station - B2 - K,121.52,25.05
Sanchong-Nangang,121.6,25.05
Zhong Cheng,121.63,25.05
Renai Yanji,121.56,25.04
Song Jiang,121.53,25.06
ASUS HQ - 3F,121.49,25.07
Tun Nan,121.55,25.03
Zhong Shan,121.51,25.01
Chong Qing,121.51,25.04
Nan Shan,121.56,25.03
Dun Fu,121.55,25.03
Nan Hai,121.52,25.03
Neihu Minquan,121.59,25.07
Far East Century Park,121.46,24.99
Tonghua,121.55,25.03
Chengdu Ximen,121.42,24.93
Songshan station-1F,121.58,25.05
Shih-Lin,121.53,25.09
Tun Hua,121.55,25.05
Software Park - Building A Main Ent,121.59,25.06
Eslite Dun Nan - GF Entrance,121.55,25.04
Gang Qian,121.58,25.08
Xizang,121.5,25.03
Han Chung,121.5,25.04
TTV,120.72,24.15
Guang Ming,121.5,25.14
Hang Zhou,121.52,25.04
Syntrend Image Culture Center,121.53,25.04
Taipei Veterans Hospital-1F,121.52,25.12
Song Ren,121.55,25.06
101 35F,121.58,25.03
Fu An,121.54,25.04
COZZI Hotel - 1F - Taipei Zhongxiao,121.53,25.04
Keelung Guangfu-Xinyi,121.56,25.03
Zhongshan Tianmu,121.53,25.12
Zhengxing,121.52,25.12
Lin Sen,121.53,25.05
TMU Hospital,121.53,25.12
Bei Ning,121.55,25.05
Sanmin Nanjing,121.56,25.05
Kulun Chengde,121.52,25.07
ATT - 1F,120.23,23.01
Miramar,121.56,25.08
Breeze - GF,121.54,25.05
Taipei Circle,121.51,25.05
Q Square - S - Taipei Datong,121.53,24.98
Hwai Ning,121.51,25.04
Zhong Xin,121.54,25.04
SOGO Taipei,121.55,25.04
Yangguang Neihu,121.58,25.07
Yong Chun,121.47,25.01
Hankyu Xinyi-2F-Taipei,121.57,25.04
Fu Xing,121.51,25.06
Ji Hu,121.57,25.08
Xinyi Songde,121.57,25.03
Hong Tai,121.46,25.02
Jianguo Nanjing,121.54,25.05
Bangka - Xiyuan,121.5,25.03
Wan Fang Hospital,120.73,24.12
Taipei Station 2F,121.47,25.08
Jingxing  Wenshan,121.54,24.99
Chien Ho,121.55,25.03
Wuxing - Taipei,121.56,25.03
Zheng Da,121.56,24.99
Muzha,121.55,24.99
Xin Guang,120.72,24.1
Software Park 2 - Bldg G 2F,120.73,24.14
Core Pacific City,121.48,25.02
Rui Chuan,121.57,25.08
CTS,121.56,25.04
MRT,121.52,25.05
Min Sheng,121.54,25.06
Tianmu & Zongcheng,121.53,25.12
Xi Hu,121.57,25.08
Chengde-Shilin,121.52,25.08
Shi Jie,121.53,25.1
Ho-Ping,121.46,25
Jiuzong Xinhu,121.58,25.06
Ban Ming,121.48,25.02
MRT Xindian Station - 2F,121.54,24.96
Shuang He,121.51,25.01
Jincheng-Tucheng,121.46,24.99
Huqian Xizhi,121.63,25.07
Zhongshan Shulin,121.51,25.01
Xinpu Banqiao,121.47,25.02
a.Mart - Yonghe - 1F,121.52,25
Xinzhuang Siyuan,121.46,25.05
Zhongshan Tamsui,121.52,25.06
San Chong,121.5,25.06
Tzu Chi,121.54,24.98
Tang Cheng,121.49,25.06
Wen Hua - Linkou,121.37,25.07
Xuecheng - Sanxia,121.38,24.94
Li Yan,121.48,25.01
Liancheng - Zhonghe,121.5,25
Zhongxiao-Banqiao,121.46,25
Riverside,121.5,25.06
Far East World,121.66,25.07
Heping Zhonghe,121.51,24.99
Er Chong,121.5,25.06
Dan Shui,121.51,25.08
Jixian-Sanchong,121.48,25.05
Fullon Hotel-Fishermen's Wharf,121.56,25.05
U Mall - A - 1F - Xizhi,121.63,25.06
Far East Century Park-J,121.49,25
Ban Zhong,121.48,25.02
Ban Qiao,121.48,25.02
Xin Zhuang,121.46,25.05
Zhu Lin,121.55,25.06
Zhongzheng Yonghe,121.52,25.09
Ya Dong,121.45,25.01
Tu Cheng,121.46,24.98
Ban Shung,121.48,25.03
Ape Square - 1F - Banqiao,121.47,25.02
Sanchong Sanhe,121.48,25.08
TSA Taipei Songshan Airport - T1 2F,121.55,25.05
Xizhi Datong,121.66,25.07
MITSUI OUTLET PARK - Linkou,121.37,25.07
Wenhua 3rd Rd - Linkou,121.36,25.07
Changrong Luzhou,121.46,25.09
J-Mart-1F-Taipei Xindian,121.54,24.98
Xintai Xinzhuang,121.45,25.04
Zhu Wei,121.46,25.14
Xin Zhong,121.55,24.97
Global Mall,121.48,25.01
Zhengyi- Sanchong,121.5,25.07
Xin Dian,121.54,24.97
New Taipei Blvd Sanchong,121.49,25.06
Wanban Banqiao,121.47,25.02
Xinzhuang Zhongzheng,121.45,25.04
Yonghe Anle,121.51,25
Shuang He Hospital - 1F - Zhong He,121.49,25
Sanmin Luzhou,121.47,25.09
Zhongzheng Shuangfeng-Xinzhuang,121.41,25.02
Mega city 2F - Banqiao,121.47,25.01
Xindian Zhongzheng,121.54,24.97
Bei Xin,121.54,24.98
NTUH Hospital - B1,121.52,25.04
Tai Dong,121.15,22.75
Guangyuan- Fengshan,120.36,22.63
Dali,120.69,24.1
Feng Yuan,120.72,24.25
Chong De,120.7,24.18
Songzhu Beitun,120.68,24.19
Dajia,120.62,24.35
CMU - Children Medical Build 1st Fl,120.74,24.26
Chaofu,120.64,24.17
Chongde Changping,120.69,24.19
Xin Guo,121.14,22.75
Windsor Hotel - 1F - Taichung,120.62,24.18
Chung Kang,120.73,24.26
Shizheng,120.64,24.16
National Library of Public Inform,120.67,24.12
Da Ying,120.67,24.15
HSR Wu Ri - Minor,120.72,24.26
Goang San SOGO,120.66,24.15
Chung Yo,120.68,24.15
Wuquan W. Huizjong-Taichung,121.12,22.73
MODE Mall - 1F,121.49,25.06
TSMC Fab 15-Taichung,120.62,24.18
Xiangyang-Fengyuan,120.73,24.25
AUO-1F-Taichung,120.66,24.17
Fu Kang,120.63,24.17
Tai An Rest Area-Freeway 1,120.67,24.12
Wu Quan,120.66,24.14
Taiping,120.71,24.15
Zhongzheng Jiguang,120.68,24.14
Eslite Yuan Dao - 1F,120.63,24.17
Zhongqing,120.66,24.19
FE21 - 11F,120.64,24.17
CMU Hospital - Wuguan District 1F,120.68,24.16
Wenxin S. Jianguo S.,120.65,24.12
Chong Han,121.13,22.79
Mitsukoshi-Taichung-11F,120.64,24.17
299 Xi Tun - Taichung,120.64,24.18
Parklanes by Splendor-B1,120.67,24.14
Zhongqing Taiyuan,120.67,24.17
Nantun Wenxin,120.65,24.15
Henan Qinghai,120.62,24.18
Jungong Dongshan,120.7,24.18
Qing Jing,120.72,24.14
Mitsukoshi #1,120.62,24.18
Tanzi,120.7,24.21
Douliu,120.53,23.7
Xiluo Rest Area-Freeway #1,120.46,23.78
THSR Yunlin Station,120.42,23.74
Huwei,120.43,23.71
Safeway-Anchorage #1809,-149.78,61.21
Safeway-Anchorage #2628,-149.84,61.14
Safeway - Anchorage #1813,-149.85,61.11
100th & C St - Anchorage,-149.89,61.13
Old Seward & Diamond,-149.86,61.14
Fred Meyer - Anchorage #11,-149.87,61.19
Safeway - Anchorage #520,-149.82,61.22
ANC Main Terminal Ticketing,-149.98,61.18
Tudor Rd and C Street,-149.88,61.18
Fred Meyer-Anchorage East #18,-149.74,61.21
Safeway-Anchorage #1817,-149.74,61.2
Fred Meyer - Anchorage #656,-149.84,61.14
Target Anchorage NE T-2371,-149.74,61.23
Fred Meyer - Anchorage (Dimond) #71,-149.92,61.14
Tudor & Lake Otis- Anchorage,-149.84,61.18
Elmendorf AFB,-149.75,61.23
Safeway-Anchorage #1812,-149.96,61.14
Teavana - Anchorage Fifth Avenue,-149.89,61.22
Target Anchorage South T-2372,-149.88,61.13
ANC - Baggage Claim,-149.95,61.15
"ANC Anchorage S Dom, Term, Conc C",-149.98,61.17
Carrs-Anchorage #1805,-149.92,61.19
Tikahtnu Commons - Anchorage,-149.74,61.23
5th Avenue Mall - Level 2,-149.89,61.22
Safeway-Eagle River #1807,-149.57,61.32
Eagle River,-149.57,61.33
Fred Meyer-Eagle River #668,-149.55,61.35
Safeway - Fairbanks #2754,-147.81,64.84
Safeway-Fairbanks #3410,-147.7,64.85
Fred Meyer-Fairbanks #485,-147.82,64.84
FAI - Main Terminal,-147.87,64.82
Fred Meyer - Fairbanks #224,-147.69,64.85
Fort Richardson Frontier Theater,-149.68,61.26
Fort Wainwright,-147.65,64.83
Safeway-Homer #1832,-151.54,59.64
Safeway-Juneau #1820,-134.55,58.36
Fred Meyer-Juneau #158,-134.56,58.36
Carrs-Ketchikan #1818,-131.67,55.35
Safeway-Kodiak #1090,-152.37,57.81
Safeway-North Pole #1821,-147.35,64.76
Safeway-Palmer #1739,-149.13,61.6
Fred Meyer - Palmer #649,-149.12,61.6
Safeway-Seward #2728,-149.43,60.13
Fred Meyer-Soldotna #17,-151.05,60.49
Safeway-Soldotna #548,-151.07,60.48
Parks Hwy & Palmer Wasilla Hwy,-149.41,61.58
Safeway - Wasilla #1811,-149.44,61.58
Target Wasilla T-2339,-149.41,61.58
Fred Meyer - Wasilla #653,-149.41,61.58
Target Alabaster T-2276,-86.81,33.23
I-65 & US HWY 31,-86.8,33.22
Hwy 119 & Kent Dairy,-86.83,33.21
Hwy 72 & Braly,-86.95,34.78
"Kroger-Auburn, AL #260",-85.46,32.61
Auburn University Lowder Lounge,-85.48,32.61
Auburn University - Auburn AL - stu,-85.49,32.6
Target Bessemer T-2375,-86.93,33.33
Super Target Birmingham ST-1772,-86.71,33.43
Montclair & Elder,-86.72,33.53
UAB Hospital,-86.8,33.51
BHM - F7,-86.75,33.56
State Farm & Lakeshore,-86.83,33.45
Hwy 280 & Hwy 119,-86.67,33.42
Brookwood Medical Center / Birmingh,-86.78,33.46
UAB Birmingham Hill University Cent,-86.81,33.5
Univ of AL Birmingham/Library,-86.81,33.5
20th Street and 3rd Ave.,-86.8,33.51
BHM F-13,-86.75,33.56
Morrison @ Saint Vincents Hospital,-86.79,33.51
Montgomery Hwy & Braddock,-86.81,33.4
Hwy 150 & I-459 FLY,-86.81,33.37
Munger Bldg,-86.8,33.5
Super Target Trussville ST-1773,-86.64,33.6
Hwy 69 & Olive Street - Cullman,-86.84,34.15
I-10 & Jubilee Square Shopping Ctr,-87.91,30.65
Target Decatur T-2084,-86.96,34.59
Beltline & Spring,-87,34.56
Target Dothan T-1468,-85.45,31.27
University of North Alabama,-87.68,34.8
"Florence, AL",-87.64,34.84
Hwy 59 at Riviera Center,-87.68,30.38
Target Fultondale T-2355,-86.81,33.61
TCA @ Gadsden,-86.08,33.99
Magnolia City Place,-86.82,33.65
Target Gulf Shores T-2154,-87.68,30.3
Target Homewood T-2796,-86.77,33.47
The Crossings of Hoover,-86.85,33.36
Hwy 280 & Inverness Ctr Dr,-86.7,33.42
Target Hoover West T-2503,-86.83,33.4
Teavana - Riverchase Galleria,-86.81,33.38
River Chase Galleria,-86.81,33.38
Memorial & Mastin Lake,-86.59,34.77
Super Target Huntsville ST-1367,-86.55,34.68
Airport Rd & Chateau Dr,-86.57,34.69
Whitesburg Dr at Governors Dr,-86.58,34.72
Kroger - Huntsville #677,-86.71,34.75
Super Target Huntsville ST-1346,-86.68,34.74
Memorial Pkwy & Hwy 72,-86.6,34.74
Hwy 72 & Hughes,-86.74,34.75
Kroger Madison 605,-86.75,34.71
Target Madison T-2816,-86.76,34.75
University of South Alabama,-88.18,30.7
I-65 at Airport Blvd,-88.12,30.68
Bel Air Mall - First Level,-88.12,30.67
Government & I-65,-88.12,30.65
Super Target Mobile ST-1376,-88.23,30.67
Government & Catherine,-88.07,30.68
Airport Blvd & Schillinger,-88.23,30.68
Hillcrest & Greelot,-88.19,30.66
Airport Blvd & Downtowner,-88.14,30.68
I 65 & Spring Hill,-88.13,30.7
Atlanta Hwy & McLemore,-86.18,32.38
Target Montgomery T-1825,-86.16,32.36
1601 East Blvd,-86.22,32.36
Zelda Rd at Carter Hill Rd,-86.26,32.35
I-85 & Taylor Rd,-86.17,32.36
Taylor & Vaughn,-86.18,32.34
Cahaba & Hollywood,-86.77,33.48
Target Opelika T-1499,-85.41,32.62
Kroger @ Opelika #631,-85.37,32.64
I-85 @ Hwy 280,-85.4,32.62
Perdido Beach & Orange Beach,-87.59,30.27
Target Oxford T-2153,-85.78,33.61
I-20 & Hwy 21,-85.83,33.61
Cobbs Ford Road,-86.39,32.46
Target Prattville T-2274,-86.43,32.47
I-10 & Hwy 181,-87.85,30.67
US Hwy 11 & I-459,-86.65,33.6
U of AL - Ferguson Cntr,-87.55,33.21
McFarland Blvd & 15th St,-87.53,33.2
Super Target Tuscaloosa ST-1787,-87.51,33.2
Aramark @ U of Alabama Paul W Bryan,-87.55,33.21
Cahaba Heights & Dolly Ridge Rd,-86.74,33.46
Montgomery Hwy & Canyon Dr,-86.79,33.45
Henderson State University - Garris,-93.06,34.13
I 30 & Alcoa,-92.53,34.61
Kroger Benton #629,-92.62,34.61
Hwy 71B & 14th St,-94.21,36.36
Walton & J Street,-94.2,36.34
14th and Greenhouse,-94.25,36.36
Target Bryant T-2204,-92.53,34.6
Hwy 64 & Museum,-92.42,35.09
Univ. Central Arkansas,-92.45,35.08
Target Conway T-1891,-92.39,35.08
Hwy 65 & O'Bryant,-92.44,35.11
University of Arkansas,-94.18,36.07
MLK & I-540,-94.19,36.06
Wedington and N Salem,-94.21,36.08
College & Joyce,-94.15,36.12
I-540 & Rogers Ave,-94.36,35.36
Target Forth Smith T-2284,-94.39,35.34
U of AR- Smith Pendergraft Campus C,-94.35,35.35
Central Ave & Buena Vista,-93.06,34.46
Hwy 67 & Vandenberg,-92.11,34.89
Jonesboro - Stadium & Parkwood,-90.67,35.82
ASU Reng Student Union,-90.68,35.84
Southwest & Highland,-90.71,35.82
Target Jonesboro T-1919,-90.67,35.82
Outlets of Little Rock,-92.41,34.66
Marriott Little Rock - Lobby,-92.27,34.75
Chenal & Financial Center,-92.4,34.75
Teavana - Park Plaza,-92.34,34.75
Rodney Parham & Treasure Hill,-92.38,34.76
Cantrell & Mississippi,-92.36,34.77
LIT - Little Rock Simply Books,-92.22,34.73
LIT Baggage Claim A,-92.22,34.73
University & W. Markham,-92.34,34.75
Chenal Pkwy & Kirk,-92.45,34.76
Target Little Rock University T-273,-92.34,34.75
I 630 & Broadway,-92.28,34.74
Kavanaugh & Pierce,-92.34,34.77
Target Little Rock West T-1114,-92.41,34.75
Hwy 10 & Sam Peck,-92.42,34.8
Rodney Parham and Market St,-92.4,34.77
Little Rock AFB - Troop Store,-92.15,34.9
Maumelle & Audubon,-92.4,34.85
Harp's Marketplace #91,-92.37,36.35
JFK and North Hills,-92.23,34.82
JFK & McCain,-92.25,34.8
Walnut & 46th,-94.18,36.33
Target Rogers T-2498,-94.17,36.3
I-540 & Pleasant Grove,-94.15,36.28
Promenade & New Hope,-94.18,36.31
Weir & Parkway,-93.11,35.28
Harding University,-91.73,35.25
E Race and Rand,-91.69,35.25
Sunset & Reiff,-94.18,36.18
N. State Line Ave & Arkansas Blvd.,-94.04,33.46
Fayetteville and Rena Rd,-94.36,35.47
Fry's #78 Anthem,-112.13,33.84
"Anthem & I-17, Anthem",-112.14,33.87
Daisy Mountain & Gavilan Peak,-112.13,33.84
"Fry's-Apache Junction, AZ #65",-111.55,33.41
Apache Trail & Delaware,-111.57,33.42
Frys - Avondale #112,-112.34,33.46
McDowell & 99th Avenue,-112.28,33.46
"115th Ave. & Buckeye, Avondale",-112.31,33.43
"Indian School & 107 Ave, Avondale",-112.29,33.49
Safeway-Benson #1275,-110.31,31.97
Safeway - Bisbee #261,-109.92,31.4
Frys-Buckeye #675,-112.56,33.43
Safeway-Bullhead City #248,-114.59,35.12
Target Bullhead City T-2368,-114.59,35.05
"I-17 & Hwy 260, Camp Verde",-111.88,34.58
Bashas  camp Verde #49,-111.86,34.57
Bashas 66 Carefree,-111.92,33.82
Safeway-Casa Grande #1706,-111.74,32.9
"Florence & Peart, Casa Grande",-111.72,32.88
Fry's #669 Casa Grande,-111.76,32.93
Fry's #67 Cave Creek,-111.98,33.8
Carefree Hwy & Cave Creek Rd,-111.97,33.8
Fry's #474 Phoenix,-111.99,33.75
Fry's Chandler #681,-111.8,33.22
"Ray Road & Loop 101, Chandler",-111.89,33.32
"Alma School & Elliot Rd, Chandler",-111.86,33.35
"Chandler & Price Road, Phoenix",-111.9,33.3
Gilbert & Ocotillo,-111.79,33.25
"Arizona Ave & Ocotillo, Chandler",-111.84,33.25
Teavana - Chandler Fashion Center,-111.9,33.31
Safeway-Chandler #1566,-111.86,33.23
"Chandler & Kyrene, Chandler",-111.95,33.31
Chandler Heights & Gilbert,-111.79,33.23
Fry's #668 Chandler,-111.73,33.22
Safeway-Chandler #1605,-111.82,33.32
"Dobson & Frye, Chandler",-111.88,33.3
Chandler & W Parklane,-111.86,33.31
Target Chandler T-1838,-111.9,33.3
"McClintock & Ray, Chandler",-111.91,33.32
"Arizona Ave & Loop 202, Chandler",-111.84,33.29
Target Chandler South T-2747,-111.84,33.25
"Queen Creek & Alma School, Chandler",-111.86,33.26
Bashas' - Chandler #161,-111.79,33.23
Fry's - Chandler #69,-111.86,33.28
Albertsons-Chandler #1021,-111.79,33.22
Safeway - Chandler #1604,-111.86,33.3
"54th St. & Ray Rd., Chandler",-111.97,33.32
Rural & Ray,-111.93,33.32
Phoenix Premium Outlets,-111.93,33.3
"Dobson & Warner, Chandler",-111.88,33.34
Safeway-Chino Valley #1747,-112.45,34.76
Safeway-Coolidge #1732,-111.52,32.99
Safeway-Cottonwood #2052,-112.01,34.73
Safeway - Flagstaff #1225,-111.62,35.22
Bashas Flagstaff #18,-111.67,35.18
NAU Student Union Building,-111.66,35.19
Northern Arizona University - South,-111.65,35.18
Safeway - Flagstaff #2028,-111.66,35.19
"1307 S. Milton Rd., Flagstaff",-111.66,35.19
Safeway-Flagstaff #270,-111.58,35.23
Route 66 & Ponderosa Pkwy,-111.63,35.2
Target Flagstaff T-935,-111.66,35.18
Frys - Flagstaff #104,-111.63,35.19
Safeway - Florence #2835,-111.49,33.06
Fort Huachuca PX,-110.36,31.55
Smiths Fort Mohave #473,-114.6,35.02
Safeway - Fort Mohave #1474,-114.6,35.02
E. Palisades & Ave of the Fountain,-111.73,33.61
Safeway - Fountain Hills #1291,-111.73,33.61
Target Fountain Hills T-1432,-111.72,33.57
Super Target Gilbert ST-1960,-111.79,33.28
"Fry's-Gilbert, AZ #670",-111.72,33.29
Santan Village Pkwy & Loop 202,-111.74,33.3
Fry's-Gilbert #72,-111.79,33.3
Albertsons-Gilbert #1023,-111.81,33.34
"Fry's - Gilbert, AZ #52",-111.81,33.33
Frys - Gilbert #75,-111.72,33.29
Macy's - San Tan Village,-111.75,33.33
Frys - Gilbert #624,-111.79,33.38
Safeway - Gilbert #1748,-111.72,33.38
"Val Vista & Warner, Gilbert",-111.76,33.33
"Gilbert & Loop 202, Phoenix",-111.79,33.28
Teavana - SanTan Village,-111.74,33.31
Safeway-Gilbert #1534,-111.76,33.35
Albertsons-Gilbert AZ #929,-111.69,33.27
Bashas - Gilbert/Higley Rd #172,-111.72,33.35
Cooper & Warner,-111.81,33.34
Teavana - Arrowhead Towne Center,-112.23,33.64
Target Glendale T-2341,-112.15,33.58
"67th Ave. & Peoria, Glendale",-112.2,33.58
101 Freeway & Union Hills Drive,-112.23,33.65
59th Avenue & Union Hills,-112.19,33.65
ASU West Campus - Fletcher Library,-112.16,33.61
Safeway-Glendale #1510,-112.2,33.67
Safeway - Glendale #2821,-112.14,33.71
Main Exchange Mall,-112.36,33.54
"75th Ave & Loop 101, Glendale",-112.22,33.67
67th Avenue & Beardsley,-112.2,33.67
Albertsons-Glendale #941,-112.17,33.6
Safeway - Glendale #1636,-112.18,33.61
59th Avenue & Thunderbird,-112.19,33.61
Arrowhead Towne Center,-112.23,33.64
"Fry's-Glendale, AZ #60",-112.19,33.67
